sentiment,tweet_year,tweet_month,tweet_day,tweet_weekday,tweet_hour,tweet_quarter,text_length,word_count
negative,2017,11,8,2,4,4,77,14
neutral,2017,11,8,2,3,4,82,16
negative,2017,11,8,2,3,4,169,29
neutral,2017,11,8,2,9,4,154,20
negative,2017,11,8,2,5,4,199,35
positive,2017,11,8,2,3,4,136,28
negative,2017,11,8,2,3,4,126,22
neutral,2017,11,8,2,3,4,86,12
positive,2017,11,8,2,3,4,162,24
neutral,2017,11,8,2,4,4,131,22
neutral,2017,11,8,2,3,4,41,6
neutral,2017,11,8,2,4,4,149,21
negative,2017,11,8,2,4,4,143,23
negative,2017,11,8,2,4,4,152,25
positive,2017,11,8,2,4,4,132,22
neutral,2017,11,8,2,4,4,122,19
negative,2017,11,8,2,4,4,220,34
negative,2017,11,8,2,4,4,131,17
positive,2017,11,8,2,11,4,111,17
negative,2017,11,8,2,11,4,161,26
positive,2017,11,8,2,12,4,253,43
positive,2017,11,8,2,12,4,228,41
neutral,2017,11,8,2,12,4,93,16
positive,2017,11,8,2,12,4,75,13
negative,2017,11,8,2,12,4,177,29
negative,2017,11,8,2,13,4,48,8
neutral,2017,11,8,2,12,4,124,20
negative,2017,11,8,2,12,4,101,16
negative,2017,11,8,2,12,4,52,10
negative,2017,11,8,2,12,4,90,16
positive,2017,11,8,2,12,4,110,18
neutral,2017,11,8,2,12,4,158,27
negative,2017,11,8,2,12,4,54,9
negative,2017,11,8,2,12,4,130,22
negative,2017,11,8,2,12,4,137,23
neutral,2017,11,8,2,12,4,137,29
neutral,2017,11,8,2,11,4,108,16
neutral,2017,11,8,2,12,4,34,6
neutral,2017,11,8,2,11,4,123,24
neutral,2017,11,8,2,12,4,120,23
neutral,2017,11,8,2,12,4,102,19
neutral,2017,11,8,2,11,4,126,21
neutral,2017,11,8,2,12,4,68,10
negative,2017,11,8,2,12,4,190,34
neutral,2017,11,8,2,12,4,75,9
positive,2017,11,8,2,10,4,145,28
negative,2017,11,8,2,11,4,138,31
negative,2017,11,8,2,11,4,254,41
neutral,2017,11,8,2,10,4,102,11
positive,2017,11,8,2,11,4,172,26
neutral,2017,11,8,2,11,4,48,7
neutral,2017,11,8,2,11,4,50,8
neutral,2017,11,8,2,11,4,79,14
negative,2017,11,8,2,11,4,123,21
positive,2017,11,8,2,11,4,233,48
neutral,2017,11,8,2,10,4,114,17
positive,2017,11,8,2,11,4,86,16
neutral,2017,11,8,2,11,4,141,29
neutral,2017,11,8,2,11,4,137,23
positive,2017,11,8,2,11,4,150,27
negative,2017,11,8,2,12,4,79,12
neutral,2017,11,8,2,11,4,152,21
positive,2017,11,8,2,12,4,245,39
neutral,2017,11,8,2,11,4,140,25
positive,2017,11,8,2,10,4,156,24
negative,2017,11,8,2,12,4,172,26
neutral,2017,11,8,2,11,4,151,21
negative,2017,11,8,2,10,4,152,32
positive,2017,11,8,2,11,4,251,43
negative,2017,11,8,2,11,4,128,18
positive,2017,10,29,6,3,4,138,25
positive,2017,11,17,4,19,4,166,27
negative,2017,11,17,4,19,4,169,29
neutral,2017,11,17,4,19,4,114,17
negative,2017,11,17,4,17,4,280,59
neutral,2017,11,17,4,20,4,64,12
neutral,2017,11,17,4,19,4,108,18
neutral,2017,11,17,4,19,4,140,24
negative,2017,11,17,4,19,4,112,20
positive,2017,11,17,4,19,4,113,23
negative,2017,11,17,4,19,4,250,42
neutral,2017,11,17,4,19,4,55,10
neutral,2017,11,17,4,19,4,103,20
positive,2017,11,17,4,18,4,111,21
positive,2017,11,17,4,19,4,127,25
positive,2017,11,17,4,19,4,271,46
neutral,2017,11,17,4,19,4,79,10
neutral,2017,11,17,4,19,4,159,23
neutral,2017,11,17,4,17,4,242,44
positive,2017,11,17,4,19,4,194,37
negative,2017,11,17,4,2,4,56,9
negative,2017,11,17,4,19,4,237,40
positive,2017,11,17,4,19,4,84,15
negative,2017,11,17,4,14,4,131,21
positive,2017,11,17,4,18,4,91,17
neutral,2017,11,17,4,19,4,105,15
neutral,2017,11,17,4,17,4,81,9
neutral,2017,11,17,4,19,4,148,25
positive,2017,11,17,4,18,4,134,26
neutral,2017,11,17,4,19,4,152,24
negative,2017,11,17,4,19,4,139,24
neutral,2017,11,8,2,13,4,62,11
negative,2017,11,8,2,13,4,231,41
neutral,2017,11,8,2,13,4,191,36
neutral,2017,11,8,2,13,4,127,27
negative,2017,11,8,2,13,4,97,17
positive,2017,11,8,2,13,4,139,24
negative,2017,11,8,2,13,4,241,44
negative,2017,11,8,2,12,4,102,10
negative,2017,11,8,2,12,4,125,21
neutral,2017,11,8,2,12,4,44,6
neutral,2017,11,8,2,13,4,139,21
neutral,2017,11,8,2,13,4,135,21
neutral,2017,11,8,2,13,4,44,8
positive,2017,11,8,2,12,4,130,16
negative,2017,11,8,2,12,4,281,35
negative,2017,11,8,2,13,4,225,41
neutral,2017,11,8,2,12,4,150,29
neutral,2017,11,8,2,13,4,213,67
neutral,2017,11,8,2,11,4,58,10
positive,2017,11,8,2,13,4,140,26
neutral,2017,11,8,2,13,4,141,21
negative,2017,11,8,2,13,4,166,30
neutral,2017,11,8,2,13,4,78,13
negative,2017,11,8,2,13,4,118,21
negative,2017,11,8,2,12,4,111,18
neutral,2017,11,8,2,12,4,49,6
negative,2017,10,29,6,8,4,144,21
positive,2017,11,8,2,12,4,192,37
positive,2017,11,8,2,12,4,130,24
negative,2017,11,8,2,13,4,280,47
negative,2017,11,8,2,12,4,113,18
neutral,2017,11,8,2,13,4,60,11
neutral,2017,11,8,2,13,4,105,17
positive,2017,11,8,2,12,4,155,23
negative,2017,11,8,2,13,4,269,43
neutral,2017,11,8,2,13,4,79,10
neutral,2017,11,8,2,12,4,123,22
neutral,2017,11,8,2,13,4,44,7
neutral,2017,11,8,2,12,4,148,23
positive,2017,11,8,2,13,4,107,20
neutral,2017,11,8,2,11,4,188,35
negative,2017,11,8,2,12,4,214,37
positive,2017,11,8,2,12,4,203,39
neutral,2017,11,8,2,13,4,37,6
negative,2017,11,8,2,12,4,143,23
neutral,2017,11,8,2,12,4,50,4
positive,2017,11,8,2,12,4,126,20
negative,2017,11,8,2,12,4,112,19
negative,2017,11,8,2,12,4,156,27
negative,2017,11,8,2,12,4,72,13
neutral,2017,11,8,2,12,4,100,15
neutral,2017,11,8,2,12,4,48,7
positive,2017,11,8,2,8,4,130,24
positive,2017,11,8,2,16,4,164,29
negative,2017,11,8,2,15,4,64,11
neutral,2017,11,8,2,14,4,114,16
positive,2017,11,8,2,16,4,105,20
positive,2017,11,8,2,13,4,154,32
negative,2017,11,8,2,14,4,119,23
neutral,2017,11,8,2,14,4,52,8
neutral,2017,11,8,2,14,4,102,19
positive,2017,11,8,2,13,4,98,16
neutral,2017,11,8,2,14,4,57,9
negative,2017,11,8,2,14,4,111,18
neutral,2017,11,8,2,14,4,102,17
negative,2017,11,8,2,14,4,139,24
neutral,2017,11,8,2,5,4,42,3
neutral,2017,11,8,2,14,4,80,11
negative,2017,11,8,2,14,4,106,20
neutral,2017,11,8,2,13,4,175,30
negative,2017,11,8,2,14,4,146,23
positive,2017,11,8,2,14,4,171,24
neutral,2017,11,8,2,4,4,56,10
neutral,2017,11,8,2,14,4,61,7
neutral,2017,11,8,2,4,4,60,6
negative,2017,11,8,2,14,4,101,19
negative,2017,11,8,2,13,4,137,19
negative,2017,11,8,2,14,4,172,30
positive,2017,11,8,2,14,4,205,33
neutral,2017,11,8,2,13,4,90,15
negative,2017,11,8,2,13,4,158,25
positive,2017,11,8,2,4,4,72,13
negative,2017,11,8,2,4,4,111,17
positive,2017,11,8,2,14,4,88,15
positive,2017,11,8,2,16,4,62,10
negative,2017,11,8,2,14,4,232,53
neutral,2017,11,8,2,4,4,121,17
neutral,2017,11,8,2,13,4,100,20
neutral,2017,11,8,2,13,4,72,14
neutral,2017,11,8,2,13,4,137,29
neutral,2017,11,8,2,13,4,75,13
neutral,2017,11,8,2,13,4,115,15
positive,2017,11,8,2,14,4,124,19
negative,2017,11,8,2,13,4,93,13
neutral,2017,11,8,2,13,4,124,18
negative,2017,11,8,2,15,4,118,16
neutral,2017,11,8,2,16,4,134,23
positive,2017,11,8,2,13,4,279,48
negative,2017,11,8,2,15,4,58,10
neutral,2017,11,8,2,15,4,61,11
neutral,2017,11,8,2,7,4,41,8
neutral,2017,11,8,2,13,4,45,7
negative,2017,11,8,2,14,4,119,23
neutral,2017,11,8,2,5,4,100,17
positive,2017,11,8,2,4,4,90,18
neutral,2017,11,8,2,15,4,25,4
neutral,2017,11,8,2,15,4,105,20
negative,2017,11,8,2,15,4,212,36
neutral,2017,11,8,2,15,4,87,15
positive,2017,11,8,2,15,4,219,33
negative,2017,11,8,2,15,4,107,18
negative,2017,11,8,2,14,4,255,45
positive,2017,11,8,2,13,4,116,20
neutral,2017,11,8,2,6,4,71,12
neutral,2017,11,8,2,6,4,92,11
positive,2017,11,8,2,14,4,130,19
negative,2017,11,8,2,15,4,187,33
neutral,2017,11,8,2,6,4,122,21
negative,2017,11,8,2,14,4,59,10
neutral,2017,11,8,2,14,4,146,25
negative,2017,11,8,2,13,4,111,17
negative,2017,11,8,2,14,4,133,25
neutral,2017,11,8,2,14,4,151,28
neutral,2017,11,8,2,15,4,123,20
negative,2017,11,8,2,13,4,169,26
neutral,2017,11,8,2,13,4,122,22
negative,2017,11,8,2,14,4,38,7
negative,2017,11,8,2,14,4,228,46
positive,2017,11,8,2,14,4,128,24
positive,2017,11,8,2,14,4,158,27
negative,2017,11,8,2,14,4,168,38
neutral,2017,11,8,2,14,4,142,28
neutral,2017,11,8,2,15,4,146,24
positive,2017,11,8,2,4,4,92,11
positive,2017,11,8,2,15,4,80,15
positive,2017,11,8,2,15,4,145,22
negative,2017,11,8,2,15,4,158,29
positive,2017,11,8,2,14,4,66,12
positive,2017,11,8,2,15,4,114,13
neutral,2017,11,8,2,14,4,206,34
negative,2017,11,8,2,15,4,177,29
positive,2017,11,8,2,6,4,88,15
positive,2017,11,8,2,15,4,115,21
neutral,2017,11,8,2,7,4,82,10
neutral,2017,11,8,2,15,4,116,18
neutral,2017,11,8,2,15,4,89,18
neutral,2017,11,8,2,14,4,108,21
positive,2017,11,8,2,14,4,74,15
neutral,2017,11,8,2,14,4,70,9
positive,2017,11,8,2,15,4,130,24
neutral,2017,11,8,2,15,4,43,7
neutral,2017,11,8,2,15,4,151,26
neutral,2017,11,8,2,15,4,71,11
negative,2017,11,8,2,15,4,100,18
positive,2017,11,8,2,15,4,133,24
neutral,2017,11,8,2,15,4,239,38
neutral,2017,11,8,2,13,4,144,26
neutral,2017,11,8,2,15,4,162,30
negative,2017,11,8,2,5,4,129,23
negative,2017,11,8,2,14,4,103,18
negative,2017,11,8,2,14,4,92,16
negative,2017,11,8,2,15,4,130,17
negative,2017,11,8,2,15,4,226,35
neutral,2017,11,8,2,8,4,75,8
neutral,2017,11,8,2,4,4,89,12
negative,2017,11,8,2,4,4,121,25
neutral,2017,11,8,2,4,4,88,13
neutral,2017,11,8,2,4,4,260,48
neutral,2017,11,8,2,4,4,67,9
negative,2017,11,8,2,4,4,155,27
neutral,2017,11,8,2,4,4,58,9
negative,2017,11,8,2,5,4,139,25
negative,2017,11,8,2,4,4,212,38
negative,2017,11,8,2,4,4,221,38
negative,2017,11,8,2,5,4,42,7
neutral,2017,11,8,2,4,4,107,20
neutral,2017,11,8,2,5,4,98,19
positive,2017,11,8,2,4,4,96,18
neutral,2017,11,8,2,4,4,41,7
negative,2017,11,8,2,5,4,79,9
neutral,2017,11,8,2,4,4,133,23
negative,2017,11,8,2,4,4,140,27
negative,2017,11,8,2,4,4,131,24
neutral,2017,11,8,2,4,4,62,10
positive,2017,11,8,2,4,4,272,51
neutral,2017,11,8,2,4,4,152,22
negative,2017,11,8,2,4,4,62,12
negative,2017,11,8,2,4,4,80,12
positive,2017,11,8,2,4,4,91,13
negative,2017,11,8,2,4,4,110,19
neutral,2017,11,8,2,4,4,31,5
positive,2017,11,8,2,5,4,149,24
negative,2017,11,8,2,5,4,34,5
neutral,2017,11,8,2,4,4,93,27
neutral,2017,11,8,2,5,4,49,8
neutral,2017,11,8,2,4,4,97,14
positive,2017,11,8,2,4,4,164,30
neutral,2017,11,8,2,4,4,58,9
negative,2017,11,8,2,5,4,125,21
negative,2017,11,8,2,5,4,87,14
neutral,2017,11,8,2,5,4,38,7
neutral,2017,11,8,2,5,4,40,7
negative,2017,11,8,2,4,4,123,19
negative,2017,11,8,2,4,4,121,20
negative,2017,11,8,2,4,4,75,12
neutral,2017,11,8,2,4,4,137,20
negative,2017,11,8,2,4,4,122,21
neutral,2017,11,8,2,5,4,86,12
neutral,2017,11,8,2,4,4,108,19
neutral,2017,11,8,2,5,4,101,17
positive,2017,11,8,2,5,4,143,26
negative,2017,11,8,2,4,4,139,21
neutral,2017,11,8,2,4,4,107,13
neutral,2017,11,8,2,4,4,43,8
neutral,2017,11,8,2,4,4,54,10
positive,2017,11,8,2,5,4,107,22
negative,2017,11,8,2,4,4,102,17
negative,2017,11,8,2,4,4,123,20
negative,2017,11,8,2,4,4,141,25
neutral,2017,11,8,2,4,4,138,23
positive,2017,11,8,2,4,4,136,27
positive,2017,11,8,2,4,4,163,27
neutral,2017,11,8,2,5,4,145,23
neutral,2017,11,8,2,4,4,41,8
neutral,2017,11,8,2,4,4,87,10
negative,2017,11,8,2,4,4,127,23
positive,2017,11,8,2,4,4,187,39
negative,2017,11,8,2,5,4,131,19
neutral,2017,11,8,2,4,4,146,21
positive,2017,11,8,2,4,4,61,10
neutral,2017,11,8,2,4,4,120,20
neutral,2017,11,8,2,4,4,146,25
negative,2017,11,8,2,4,4,84,16
neutral,2017,11,8,2,4,4,100,18
negative,2017,11,8,2,5,4,108,24
negative,2017,11,8,2,4,4,177,32
neutral,2017,11,8,2,4,4,91,15
negative,2017,11,8,2,14,4,292,41
positive,2017,11,8,2,13,4,261,39
neutral,2017,11,8,2,5,4,100,18
neutral,2017,11,8,2,6,4,110,18
negative,2017,11,8,2,5,4,113,21
negative,2017,11,8,2,5,4,82,21
negative,2017,11,8,2,6,4,138,24
neutral,2017,11,8,2,5,4,55,8
negative,2017,11,8,2,5,4,188,31
negative,2017,11,8,2,5,4,120,17
positive,2017,11,8,2,5,4,87,13
positive,2017,11,8,2,5,4,83,15
positive,2017,11,8,2,6,4,237,48
neutral,2017,11,8,2,5,4,73,14
negative,2017,11,8,2,6,4,79,14
neutral,2017,11,8,2,6,4,64,11
neutral,2017,11,8,2,5,4,61,10
neutral,2017,11,8,2,4,4,119,19
neutral,2017,11,8,2,5,4,54,8
neutral,2017,11,8,2,5,4,83,12
neutral,2017,11,8,2,5,4,86,17
neutral,2017,11,8,2,5,4,192,32
neutral,2017,11,4,5,4,4,79,10
neutral,2017,11,8,2,5,4,41,6
neutral,2017,11,8,2,6,4,81,12
neutral,2017,11,8,2,6,4,121,20
negative,2017,11,8,2,6,4,61,12
positive,2017,11,8,2,5,4,141,25
positive,2017,11,8,2,6,4,126,22
neutral,2017,11,8,2,5,4,55,9
negative,2017,11,8,2,6,4,87,13
negative,2017,11,8,2,6,4,94,16
positive,2017,11,8,2,6,4,175,33
neutral,2017,11,8,2,6,4,67,10
neutral,2017,11,8,2,5,4,134,19
negative,2017,11,8,2,6,4,194,35
neutral,2017,11,8,2,5,4,140,22
neutral,2017,11,8,2,6,4,95,16
positive,2017,11,8,2,5,4,89,17
negative,2017,11,8,2,6,4,183,33
negative,2017,11,8,2,6,4,62,6
positive,2017,11,8,2,5,4,127,23
neutral,2017,11,8,2,6,4,89,15
neutral,2017,11,8,2,5,4,38,7
negative,2017,11,8,2,5,4,79,12
negative,2017,11,8,2,5,4,67,12
neutral,2017,11,8,2,6,4,61,6
positive,2017,11,8,2,5,4,62,11
positive,2017,11,8,2,5,4,277,49
positive,2017,11,8,2,5,4,104,14
negative,2017,11,8,2,5,4,83,12
positive,2017,11,8,2,5,4,279,52
neutral,2017,11,8,2,5,4,69,12
negative,2017,11,8,2,6,4,56,9
neutral,2017,11,8,2,6,4,74,14
positive,2017,11,8,2,5,4,116,25
negative,2017,11,8,2,6,4,274,50
positive,2017,11,8,2,6,4,81,17
positive,2017,11,8,2,6,4,98,17
neutral,2017,11,8,2,6,4,68,7
negative,2017,11,8,2,6,4,123,22
neutral,2017,11,8,2,6,4,144,25
negative,2017,11,8,2,6,4,67,13
neutral,2017,11,8,2,7,4,112,19
negative,2017,11,8,2,6,4,52,6
neutral,2017,11,8,2,6,4,50,5
neutral,2017,11,8,2,6,4,127,23
neutral,2017,11,8,2,5,4,45,3
neutral,2017,11,8,2,6,4,84,17
neutral,2017,11,8,2,5,4,62,10
positive,2017,11,8,2,6,4,134,24
neutral,2017,11,8,2,5,4,133,21
positive,2017,11,8,2,6,4,95,16
negative,2017,11,8,2,6,4,71,13
negative,2017,11,8,2,5,4,276,56
negative,2017,11,8,2,5,4,174,31
negative,2017,11,8,2,5,4,259,40
negative,2017,11,8,2,7,4,43,6
positive,2017,11,8,2,6,4,247,41
positive,2017,11,8,2,7,4,143,25
neutral,2017,11,8,2,7,4,64,10
neutral,2017,11,8,2,7,4,107,17
positive,2017,11,8,2,7,4,124,21
neutral,2017,11,8,2,7,4,99,18
negative,2017,11,8,2,7,4,165,29
positive,2017,11,8,2,7,4,117,20
neutral,2017,11,8,2,7,4,140,28
positive,2017,11,8,2,7,4,85,13
positive,2017,11,8,2,6,4,218,38
neutral,2017,11,8,2,7,4,27,4
neutral,2017,11,8,2,7,4,34,6
positive,2017,11,8,2,7,4,116,21
neutral,2017,11,8,2,6,4,120,22
neutral,2017,11,8,2,7,4,81,9
positive,2017,11,8,2,7,4,264,40
neutral,2017,11,8,2,7,4,81,13
neutral,2017,11,8,2,7,4,118,18
negative,2017,11,8,2,7,4,120,22
negative,2017,11,8,2,6,4,139,24
negative,2017,11,8,2,6,4,80,12
negative,2017,11,8,2,6,4,116,20
positive,2017,11,8,2,7,4,159,28
positive,2017,11,8,2,6,4,137,21
negative,2017,11,8,2,7,4,82,17
neutral,2017,11,8,2,7,4,121,19
positive,2017,11,8,2,7,4,143,26
neutral,2017,11,8,2,7,4,140,24
positive,2017,11,8,2,7,4,161,26
neutral,2017,11,8,2,8,4,58,6
neutral,2017,11,8,2,7,4,85,13
negative,2017,11,8,2,7,4,63,9
neutral,2017,11,8,2,8,4,96,14
negative,2017,11,8,2,7,4,215,40
negative,2017,11,8,2,7,4,156,25
positive,2017,11,8,2,7,4,216,40
negative,2017,11,8,2,7,4,110,21
positive,2017,11,8,2,7,4,198,35
neutral,2017,11,8,2,7,4,100,15
positive,2017,11,8,2,7,4,174,33
negative,2017,11,8,2,13,4,182,29
neutral,2017,11,8,2,9,4,266,49
neutral,2017,11,8,2,9,4,161,31
positive,2017,11,8,2,9,4,116,19
positive,2017,11,8,2,9,4,122,24
neutral,2017,11,8,2,9,4,210,29
negative,2017,11,8,2,8,4,261,44
neutral,2017,11,7,1,23,4,143,21
negative,2017,11,8,2,9,4,141,22
negative,2017,11,8,2,9,4,218,34
positive,2017,11,8,2,10,4,135,26
positive,2017,11,8,2,9,4,150,23
negative,2017,11,8,2,9,4,256,38
neutral,2017,11,8,2,9,4,130,18
negative,2017,11,8,2,9,4,158,29
negative,2017,11,8,2,8,4,116,19
negative,2017,11,8,2,9,4,143,21
neutral,2017,11,8,2,8,4,79,14
neutral,2017,11,8,2,9,4,68,10
negative,2017,11,8,2,9,4,64,7
neutral,2017,11,8,2,8,4,55,8
negative,2017,11,8,2,8,4,70,9
neutral,2017,11,8,2,8,4,45,3
neutral,2017,11,8,2,8,4,227,37
negative,2017,11,8,2,7,4,110,18
positive,2017,11,8,2,9,4,169,23
positive,2017,11,8,2,9,4,128,22
positive,2017,11,8,2,8,4,220,43
negative,2017,11,8,2,8,4,147,26
negative,2017,11,8,2,8,4,269,50
neutral,2017,11,8,2,8,4,112,18
positive,2017,10,19,3,6,4,132,17
neutral,2017,11,8,2,9,4,42,8
neutral,2017,11,8,2,9,4,143,24
negative,2017,11,8,2,8,4,75,13
neutral,2017,11,8,2,6,4,95,17
neutral,2017,11,8,2,9,4,168,24
negative,2017,11,8,2,8,4,201,35
neutral,2017,11,8,2,8,4,56,9
negative,2017,11,8,2,8,4,116,22
positive,2017,11,8,2,8,4,155,29
positive,2017,11,8,2,15,4,196,33
positive,2017,11,8,2,11,4,212,41
negative,2017,11,8,2,10,4,91,17
neutral,2017,11,8,2,11,4,73,12
neutral,2017,11,8,2,11,4,87,15
neutral,2017,11,8,2,11,4,42,10
neutral,2017,11,8,2,10,4,104,19
negative,2017,11,8,2,10,4,99,16
neutral,2017,11,8,2,11,4,44,7
negative,2017,11,8,2,9,4,279,43
neutral,2017,11,8,2,11,4,134,23
positive,2017,11,8,2,10,4,196,35
negative,2017,11,8,2,11,4,99,20
neutral,2017,11,8,2,11,4,89,11
positive,2017,11,8,2,12,4,107,19
negative,2017,11,8,2,10,4,105,17
neutral,2017,11,8,2,10,4,46,7
neutral,2017,11,8,2,10,4,102,15
negative,2017,11,8,2,9,4,257,47
negative,2017,11,8,2,9,4,140,25
neutral,2017,11,8,2,9,4,54,8
positive,2017,11,8,2,11,4,160,25
neutral,2017,11,8,2,10,4,49,9
neutral,2017,11,8,2,15,4,203,35
neutral,2017,11,8,2,10,4,140,23
negative,2017,11,8,2,10,4,209,34
negative,2017,11,8,2,13,4,96,19
neutral,2017,11,8,2,10,4,71,9
neutral,2017,11,8,2,10,4,97,17
neutral,2017,11,8,2,9,4,88,16
positive,2017,11,8,2,10,4,189,35
negative,2017,11,8,2,10,4,187,33
positive,2017,11,8,2,10,4,88,18
neutral,2017,11,8,2,10,4,88,12
positive,2017,11,8,2,9,4,286,58
positive,2017,11,8,2,10,4,110,18
neutral,2017,11,8,2,15,4,64,13
negative,2017,11,8,2,15,4,125,26
positive,2017,11,8,2,16,4,223,34
negative,2017,11,8,2,15,4,203,29
neutral,2017,11,8,2,16,4,58,11
positive,2017,11,8,2,16,4,114,18
negative,2017,11,8,2,14,4,85,14
negative,2017,11,8,2,16,4,99,16
positive,2017,11,8,2,14,4,82,14
positive,2017,11,8,2,16,4,277,49
negative,2017,11,8,2,8,4,53,9
neutral,2017,11,8,2,16,4,81,10
positive,2017,11,8,2,14,4,140,26
neutral,2017,11,8,2,16,4,48,4
negative,2017,11,8,2,14,4,117,19
positive,2017,11,8,2,16,4,78,14
neutral,2017,11,8,2,16,4,130,21
neutral,2017,11,8,2,16,4,134,25
neutral,2017,11,8,2,16,4,54,9
neutral,2017,11,8,2,16,4,64,7
neutral,2017,11,8,2,16,4,57,10
positive,2017,11,8,2,16,4,114,18
negative,2017,11,8,2,16,4,90,14
positive,2017,11,8,2,16,4,127,21
positive,2017,11,8,2,15,4,92,17
positive,2017,11,8,2,17,4,253,42
positive,2017,11,8,2,16,4,125,22
neutral,2017,11,8,2,16,4,104,18
neutral,2017,11,8,2,16,4,66,11
positive,2017,11,8,2,16,4,194,37
negative,2017,11,8,2,16,4,195,31
neutral,2017,11,8,2,16,4,167,28
neutral,2017,11,8,2,16,4,73,13
neutral,2017,11,8,2,15,4,173,31
neutral,2017,11,8,2,14,4,123,22
positive,2017,11,8,2,16,4,72,11
positive,2017,11,8,2,16,4,147,23
negative,2017,11,8,2,16,4,73,13
negative,2017,11,8,2,16,4,149,28
negative,2017,11,8,2,16,4,137,23
neutral,2017,11,8,2,16,4,164,26
positive,2017,11,8,2,16,4,240,40
neutral,2017,11,8,2,16,4,72,9
positive,2017,11,8,2,16,4,247,45
neutral,2017,11,8,2,16,4,119,18
positive,2017,11,8,2,16,4,250,48
negative,2017,11,8,2,17,4,154,27
positive,2017,11,8,2,16,4,277,43
positive,2017,11,8,2,16,4,106,20
neutral,2017,11,8,2,16,4,81,12
neutral,2017,11,8,2,16,4,171,29
neutral,2017,11,8,2,16,4,30,4
negative,2017,11,8,2,16,4,73,8
neutral,2017,11,8,2,16,4,90,12
neutral,2017,11,8,2,16,4,123,24
negative,2017,11,8,2,16,4,101,20
positive,2017,11,8,2,15,4,221,40
negative,2017,11,8,2,16,4,72,12
neutral,2017,11,8,2,16,4,106,20
neutral,2017,11,8,2,16,4,45,3
neutral,2017,11,8,2,16,4,89,18
neutral,2017,11,8,2,16,4,91,15
positive,2017,11,8,2,16,4,117,18
neutral,2017,11,8,2,16,4,77,15
negative,2017,11,8,2,16,4,135,26
negative,2017,11,8,2,16,4,115,20
negative,2017,11,8,2,16,4,280,41
neutral,2017,11,8,2,16,4,68,8
neutral,2017,11,8,2,16,4,176,32
neutral,2017,11,8,2,16,4,68,11
neutral,2017,11,8,2,17,4,89,15
neutral,2017,11,8,2,17,4,72,13
neutral,2017,11,8,2,17,4,81,13
negative,2017,11,8,2,17,4,69,18
negative,2017,11,8,2,17,4,48,8
neutral,2017,11,8,2,17,4,79,11
negative,2017,11,8,2,15,4,121,20
neutral,2017,11,8,2,17,4,164,24
neutral,2017,11,8,2,17,4,147,24
positive,2017,11,8,2,15,4,82,13
positive,2017,11,8,2,17,4,278,45
positive,2017,11,8,2,16,4,105,19
neutral,2017,11,8,2,17,4,29,4
negative,2017,11,8,2,17,4,78,15
negative,2017,11,8,2,17,4,77,12
negative,2017,11,8,2,17,4,107,17
neutral,2017,11,8,2,16,4,227,40
neutral,2017,11,8,2,18,4,73,15
positive,2017,11,8,2,17,4,66,10
negative,2017,11,8,2,16,4,39,6
neutral,2017,11,8,2,18,4,42,7
positive,2017,11,8,2,18,4,101,18
neutral,2017,11,8,2,18,4,134,26
neutral,2017,11,8,2,17,4,77,16
negative,2017,11,8,2,18,4,81,11
negative,2017,11,8,2,17,4,107,21
negative,2017,11,8,2,17,4,139,27
negative,2017,11,8,2,17,4,100,20
negative,2017,11,8,2,17,4,65,13
negative,2017,11,8,2,17,4,37,6
neutral,2017,11,8,2,17,4,50,4
negative,2017,11,8,2,17,4,104,16
neutral,2017,11,8,2,15,4,157,26
positive,2017,11,8,2,17,4,140,22
positive,2017,11,8,2,17,4,57,11
positive,2017,11,8,2,17,4,89,16
negative,2017,11,8,2,17,4,81,16
negative,2017,11,8,2,17,4,244,48
neutral,2017,11,8,2,17,4,72,10
neutral,2017,11,8,2,17,4,37,2
neutral,2017,11,8,2,15,4,171,33
neutral,2017,11,8,2,17,4,150,28
neutral,2017,11,8,2,17,4,32,6
positive,2017,11,8,2,15,4,77,13
negative,2017,11,8,2,17,4,161,31
neutral,2017,11,8,2,17,4,46,9
neutral,2017,11,8,2,15,4,172,34
negative,2017,11,8,2,17,4,143,23
neutral,2017,11,8,2,18,4,75,10
neutral,2017,11,8,2,8,4,91,14
neutral,2017,11,8,2,18,4,161,31
negative,2017,11,8,2,18,4,139,22
positive,2017,11,8,2,18,4,34,5
negative,2017,11,8,2,18,4,44,7
negative,2017,11,8,2,17,4,75,12
negative,2017,11,8,2,18,4,132,23
neutral,2017,11,8,2,18,4,94,16
negative,2017,11,8,2,18,4,194,37
negative,2017,11,8,2,17,4,77,14
neutral,2017,11,8,2,18,4,117,16
negative,2017,11,8,2,15,4,68,11
negative,2017,11,8,2,18,4,105,18
neutral,2017,11,8,2,18,4,50,8
positive,2017,11,8,2,18,4,111,19
positive,2017,11,8,2,18,4,112,21
negative,2017,11,8,2,18,4,132,25
neutral,2017,11,8,2,18,4,80,14
negative,2017,11,8,2,18,4,47,9
negative,2017,11,8,2,17,4,118,20
negative,2017,11,8,2,18,4,118,22
neutral,2017,11,8,2,18,4,66,9
neutral,2017,11,8,2,18,4,45,3
negative,2017,11,8,2,18,4,66,8
positive,2017,11,8,2,18,4,122,20
negative,2017,11,8,2,15,4,61,11
neutral,2017,11,8,2,18,4,50,4
neutral,2017,11,8,2,18,4,56,9
negative,2017,11,8,2,17,4,223,38
